상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적,TRDAR_CD,총_유동인구_수,야간_유동인구_17_24,야간_비율,주말_평균,주중_평균,주말_프리미엄,남성_유동인구_수,여성_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,총_매출,총_상주인구,평균_소득,총_인구,인당_매출효율,야간_매출효율,주류친화_지수,타겟연령_비율,성비_균형도,야간_유동인구_17_24_점수,총_매출_점수,주류친화_지수_점수,한식_월매출,한식_월건수,한식_주중매출,한식_주말매출,한식_월요일,한식_화요일,한식_수요일,한식_목요일,한식_금요일,한식_토요일,한식_일요일,한식_점포수,T1_야간유동인구,T2_한식매출밀도,C1_경쟁밀도,C2_상권활성도,E1_주류친화지수,T1_점수,T2_점수,C1_점수,C2_점수,E1_점수,곱창집_적합도_점수
A,골목상권,3110149,세종대학교,206730,450336,11215,광진구,11215730,군자동,45957,3110149,176726,47135,0.266712311714179,24375.5,25595.2,0.9523465337250734,88041,88685,48774,33305,28990,369687026.0,45428.0,2772298.0,222154.0,1664.1024964664152,7843.1531982603165,0.1409660005185367,0.6284813779523104,0.9963559408349648,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47135,0.0,1.0,369687026.0,0.2667108025372467,1.8694758050922244,0.0,100.0,0.03548058841771637,63.23229062288747,26.889393892079074
A,골목상권,3110150,중곡1동 마을마당,206780,451324,11215,광진구,11215740,중곡1동,159510,3110150,1718310,488161,0.2840936734349448,255107.0,241619.0,1.055823424482346,835126,883184,333709,372825,264288,2372401011.0,267236.0,2480827.0,1985546.0,1194.835582252942,4859.874121447637,0.1927855738539053,0.5649865274601207,0.9720318219646048,5.0,3.0,3.0,776362568.0,24211.0,574180320.0,202182248.0,93840886.0,102751679.0,109843483.0,118194852.0,149549420.0,123306239.0,78876009.0,1.0,488161,1590.3789479721895,0.5,2372401011.0,0.10003593347521221,19.361518584695563,0.0003537816104287545,0.0,0.2276903919075191,23.716704228180205,8.214368002415423
A,골목상권,3110151,자양한강도서관,206813,447963,11215,광진구,11215830,자양2동,107574,3110151,1371230,394247,0.287513400377763,207806.5,191124.0,1.0872862644147254,663119,708114,170320,232028,257459,5390227478.0,204132.0,2491117.0,1575362.0,3421.580232352945,13672.209244458423,0.2074225459925479,0.4811789415342429,0.9671863946967322,5.0,4.0,4.0,1440965418.0,29661.0,908300679.0,532664739.0,185283822.0,142459294.0,145498721.0,184234976.0,250823866.0,292061432.0,240603307.0,1.0,394247,3654.972042978024,0.5,5390227478.0,0.16860951702914914,15.636686702666685,0.0008130526985946066,0.0,0.5173252756367579,39.97425631488226,8.766233696808394
A,골목상권,3110152,중곡어린이공원,206897,451708,11215,광진구,11215740,중곡1동,50806,3110152,209810,55701,0.2654830560983747,30882.5,29609.0,1.0430105711101354,103853,105957,26649,39040,33672,1206732209.0,90048.0,2376956.0,299858.0,4024.345553562019,21664.462199960504,0.1764940621030789,0.4735760926552595,0.9899718793193842,2.0,2.0,2.0,1053974308.0,40926.0,702914082.0,351060226.0,148935683.0,113955648.0,145405072.0,136624696.0,157992983.0,204260186.0,146800040.0,1.0,55701,18921.660048113175,0.5,1206732209.0,0.13259102354142757,2.2092218482962127,0.004209144853396262,0.0,0.11581571931585906,31.434925225373327,3.8246837211369247
A,골목상권,3110153,중곡1동주민센터,207018,451220,11215,광진구,11215740,중곡1동,50068,3110153,302256,100983,0.3340975861521359,43611.0,43006.4,1.014058372707318,142335,159921,66256,64308,47147,88132283.0,108804.0,2616029.0,411060.0,214.40247895684328,872.7437588504996,0.2060819007742087,0.5879486263299984,0.9418175321581704,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100983,0.0,1.0,88132283.0,0.3340964808093774,4.005203675095536,0.0,100.0,0.008458466322907154,79.20821192712002,29.123651065189097
A,골목상권,3110156,군자역 5번,207110,450472,11215,광진구,11215780,능동,153696,3110156,911276,249848,0.2741737958642606,133661.0,128790.8,1.0378148128593037,424983,486294,194387,204840,136940,3119072490.0,270532.0,2845498.0,1181808.0,2639.2379218959427,12483.880159136756,0.1796302026622778,0.5883694950816218,0.932719615133066,4.0,3.0,3.0,1058771234.0,22865.0,734323464.0,324447770.0,120847559.0,110968509.0,149902228.0,160875799.0,191729369.0,181728739.0,142719031.0,1.0,249848,4237.64447326185,0.5,3119072490.0,0.1211386855504074,9.909510787115352,0.0009426688451118158,0.0,0.29935193685350414,28.71978374152363,5.8899700680262725
A,골목상권,3110174,아차산역 1번,208044,450658,11215,광진구,11215770,중곡4동,103458,3110174,719096,209898,0.2918914859768375,109046.5,100200.4,1.0882840787062726,319091,400004,84990,105736,113645,3775142165.0,209580.0,2557225.0,928676.0,4065.079925614531,17985.603316849138,0.2104485230686116,0.4232689376661808,0.8874795576668484,3.0,3.0,4.0,1211140057.0,37170.0,701953538.0,509186519.0,104548128.0,140528008.0,148034240.0,123630215.0,185212947.0,249038475.0,260148044.0,1.0,209898,5770.10875230468,0.5,3775142165.0,0.2117333911985244,8.325007585387668,0.0012835672713992048,0.0,0.36231800402628056,50.19814420514482,7.571985288552574
A,골목상권,3110175,푸른동산공원,208057,449077,11215,광진구,11215870,구의3동,96115,3110175,985959,296482,0.3007041874966403,141140.5,140735.4,1.0028784513349165,449545,536413,151881,169197,173430,1045589761.0,214388.0,2699984.0,1200347.0,871.0729155819109,3526.655112283376,0.1815738930319508,0.5015502673032043,0.911894916522898,4.0,2.0,3.0,228824127.0,9416.0,182575676.0,46248451.0,33513565.0,29558593.0,36170517.0,37417485.0,45915516.0,38578989.0,7669462.0,1.0,296482,771.7951012368331,0.5,1045589761.0,0.07617164183648642,11.759115851179653,0.00017168670032053588,0.0,0.100350126876834,18.058913804792617,5.348721576539763
A,골목상권,3110178,장로회신학대학교,209139,449838,11215,광진구,11215810,광장동,45933,3110178,341034,90134,0.2642962285285338,50185.5,48132.8,1.0426465944220988,149320,191714,45668,45336,59084,337458786.0,50428.0,3127430.0,391462.0,862.0473660278648,3743.967714735838,0.1756363748859598,0.4400968818358287,0.8756898139188468,2.0,1.0,2.0,194774985.0,7685.0,121315710.0,73459275.0,25960752.0,16425427.0,25674742.0,25380751.0,27874038.0,31122636.0,42336639.0,1.0,90134,2160.9251123315025,0.5,337458786.0,0.16003658971728604,3.5749089257702886,0.00048070025526390753,0.0,0.032387493885187704,37.94177084329394,4.871628061207074
A,골목상권,3110179,광나루역 1번,209122,449629,11215,광진구,11215810,광장동,42085,3110179,386939,97290,0.2514349807075534,53021.5,56179.2,0.943792364433812,168799,218139,50269,50533,67829,4102312290.0,44344.0,3221582.0,431283.0,9511.8803430694,42165.81652790626,0.1283779341980567,0.4358077112929945,0.8724863608992632,2.0,3.0,1.0,2224030364.0,82004.0,1609238661.0,614791703.0,309616650.0,252370756.0,331928399.0,352959590.0,362363266.0,247503809.0,367287894.0,1.0,97290,22859.569374351173,0.5,4102312290.0,0.09605768515930668,3.8587313265603584,0.005085137273275334,0.0,0.3937180471202944,22.773533755562315,3.4953017649107023
A,골목상권,3110154,광진정말공원,206980,448178,11215,광진구,11215820,자양1동,102102,3110154,1758270,515685,0.29329113276118,265125.0,245604.2,1.0794807254924794,834137,924132,246722,289786,294803,5873903007.0,193116.0,2491844.0,1951386.0,3010.118452730521,11390.486453939906,0.2077669698536998,0.4728005368913762,0.9488161658903354,5.0,4.0,4.0,1644502460.0,48163.0,1066144771.0,578357689.0,218404794.0,179673452.0,170041159.0,211645871.0,286379495.0,311093378.0,267264311.0,1.0,515685,3188.960840511474,0.5,5873903007.0,0.15910323815514998,20.45317981434144,0.0007093879752299841,0.0,0.5637458724260277,37.7204901277441,9.992742184934553
A,골목상권,3110155,광진구청,207007,448746,11215,광진구,11215820,자양1동,97314,3110155,954392,258659,0.2710196648756486,124178.5,141207.0,0.8794075364535753,439732,514661,280727,175938,140868,1255859157.0,179460.0,2754211.0,1133852.0,1107.6041291103247,4855.269513142786,0.1143748135068192,0.6260876034166255,0.9214903310170244,4.0,2.0,1.0,550918462.0,20497.0,443435779.0,107482683.0,84798271.0,82202136.0,86161648.0,92691781.0,97581943.0,63310287.0,44172396.0,1.0,258659,2129.8943091316787,0.5,1255859157.0,0.06569133973735804,10.258974058965729,0.00047379741770878957,0.0,0.12053066168499309,15.574224388977909,4.653312705194685
A,골목상권,3110161,중곡역 3번,207394,452066,11215,광진구,11215760,중곡3동,141901,3110161,624693,189512,0.3033682144669462,94478.5,87146.6,1.0841329437981515,288091,336602,85176,114649,91828,3931618231.0,214420.0,2356839.0,839113.0,4685.445501380625,20746.012025623702,0.2156741061994283,0.4668741285719545,0.9223442554983008,3.0,3.0,4.0,638089049.0,21437.0,483729937.0,154359112.0,89252835.0,74639221.0,101632166.0,110492861.0,107712854.0,99300046.0,55059066.0,1.0,189512,3366.9935518935376,0.5,3931618231.0,0.09680520029457657,7.516454837692535,0.0007489915548812695,0.0,0.3773357420168192,22.95075602713413,4.606799663212417
A,골목상권,3110162,군자역 4번,207315,450952,11215,광진구,11215750,중곡2동,70945,3110162,389746,113788,0.2919542471250507,57934.0,54775.2,1.0576684338897897,180651,209095,60371,70598,62193,1172508686.0,164832.0,2769966.0,554578.0,2114.2358441914394,10304.32634372693,0.1982399218309463,0.4956099613594495,0.9270191355395564,2.0,2.0,4.0,205970738.0,6336.0,135925937.0,70044801.0,15520801.0,21403662.0,30565808.0,33397387.0,35038279.0,35473566.0,34571235.0,1.0,113788,1810.1111530991573,0.5,1172508686.0,0.15044829018073133,4.513077604960943,0.000402661290012038,0.0,0.11253112816613543,35.66855904569509,4.937759520605216
A,골목상권,3110143,뚝섬유원지역 1번,206062,448266,11215,광진구,11215840,자양3동,8061,3110143,184124,57521,0.3124035975755469,27651.5,25764.0,1.0732611395746,86659,97466,24410,27466,31378,1316869326.0,4968.0,2680176.0,189092.0,6964.172603811901,22893.714052259176,0.2167466143751681,0.4521626729812518,0.9413058590949578,2.0,2.0,4.0,262353073.0,6638.0,157876891.0,104476182.0,0.0,32606676.0,36508520.0,38998091.0,49763604.0,53101005.0,51375177.0,1.0,57521,4560.917092590661,0.5,1316869326.0,0.20673423293735368,2.281406975383682,0.0010145812078977373,0.0,0.12638609220687547,49.012934513475095,5.60492710309562
A,골목상권,3110176,해오름공원,208142,450925,11215,광진구,11215770,중곡4동,135318,3110176,1381033,400455,0.289967727056486,212103.5,191365.4,1.1083691200185617,637958,743075,173725,194880,204837,1883392936.0,266756.0,2380483.0,1647789.0,1142.9818599347368,4703.132526750821,0.2173282842413161,0.4152268627903895,0.9238852366308408,5.0,3.0,4.0,577630174.0,14599.0,352125630.0,225504544.0,66781736.0,53573935.0,70065319.0,79669102.0,82035538.0,118345009.0,107159535.0,1.0,400455,1442.4310635875102,0.5,1883392936.0,0.18569790793408925,15.882909377918885,0.00032087043484769145,0.0,0.1807580058031315,44.02560365327056,9.194627097181904
A,골목상권,3110177,동의초등학교,208409,450329,11215,광진구,11215860,구의2동,29079,3110177,116149,33170,0.2855814514115489,18169.0,15962.2,1.1382516194509529,51505,64645,13859,16842,19072,270713522.0,68724.0,2513600.0,184873.0,1464.3215721062568,8161.396502864034,0.2266495186273105,0.4285271504705163,0.8868694521691964,1.0,1.0,5.0,141314746.0,1917.0,88386347.0,52928399.0,18058809.0,14108933.0,20902515.0,14389735.0,20926355.0,37253976.0,15674423.0,1.0,33170,4260.18950287902,0.5,270713522.0,0.17101327861474094,1.3155937722479916,0.0009476840126574478,0.0,0.02598163954282887,40.54414455983645,4.453226754592631
A,골목상권,3110163,성자초등학교,207457,447914,11215,광진구,11215830,자양2동,66483,3110163,545892,159031,0.2913231921332425,78062.5,77953.4,1.0013995540925733,255165,290726,61576,85611,85000,3198834500.0,127780.0,2717384.0,673672.0,4748.356024890451,20114.53427319202,0.1753537369169748,0.4253350479582042,0.934857077956812,3.0,3.0,2.0,659819753.0,16261.0,463169701.0,196650052.0,51870181.0,91004101.0,103373449.0,86128057.0,130793913.0,109377092.0,87272960.0,1.0,159031,4148.974753508728,0.5,3198834500.0,0.12368817731555211,6.307512607608391,0.0009229441648458175,0.0,0.30700706903057917,29.324221967124846,4.8709577753908
A,골목상권,3110164,아차산역 5번,207531,450418,11215,광진구,11215780,능동,85050,3110164,465186,138556,0.2978507521722494,65874.0,66687.8,0.9877968683927196,200765,264421,70576,87199,70353,957676817.0,144660.0,2952316.0,609846.0,1570.3584462306878,6911.839379023644,0.1738291986604374,0.4904016887868508,0.8631601122991663,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138556,0.0,1.0,957676817.0,0.29785011189048705,5.4954299278743655,0.0,100.0,0.09191271154093918,70.61485570869839,28.72390145596329
A,골목상권,3110165,국립정신건강센터,207575,451405,11215,광진구,11215750,중곡2동,95687,3110165,708918,196975,0.2778530097980302,99774.5,101873.8,0.9793931315019172,334120,374798,102634,122223,105429,3776298440.0,184056.0,2515626.0,892974.0,4228.900774266664,19171.460540677752,0.1584690584795849,0.4659015570206991,0.9426195977531956,3.0,3.0,2.0,791991587.0,12962.0,484682342.0,307309245.0,61209369.0,94893524.0,106215775.0,97841044.0,124522630.0,192140057.0,115169188.0,1.0,196975,4020.751700714808,0.5,3776298440.0,0.1761703922715051,7.812453520908898,0.0008944208005436403,0.0,0.36242897713187366,41.76680260899527,6.575004268942113
A,골목상권,3110166,구의1동주민센터,207558,449057,11215,광진구,11215850,구의1동,131620,3110166,1745067,506247,0.2901017554053798,246926.5,250242.4,0.9867492479292078,831011,914056,371771,367181,260631,8003495495.0,270200.0,2694438.0,2015267.0,3971.43182268156,15809.467503017302,0.168760752414911,0.5728049410137261,0.9524115692979124,5.0,4.0,2.0,2334555867.0,63848.0,1677454804.0,657101063.0,306947282.0,319706853.0,309587946.0,332850683.0,408362040.0,390022819.0,267078244.0,1.0,506247,4611.486597477916,0.5,8003495495.0,0.11364005893919762,20.078848369587853,0.0010258304519225082,0.0,0.7681327977172294,26.941995468075962,8.833330434954517
A,골목상권,3110167,용마초등학교,207600,450940,11215,광진구,11215750,중곡2동,154354,3110167,1615116,448814,0.2778834461425681,240155.0,226961.8,1.05812960595131,749542,865575,231711,263103,244184,5642945312.0,300420.0,2524917.0,1915536.0,2945.883195095263,12573.01535157103,0.1899819100660648,0.4575510365818925,0.9281581013376128,5.0,4.0,3.0,936295726.0,28270.0,705093312.0,231202414.0,144015929.0,133860379.0,138143808.0,138615648.0,150457548.0,142466347.0,88736067.0,1.0,448814,2086.1506990630883,0.5,5642945312.0,0.09111883898683537,17.800931664085322,0.00046406660176975464,0.0,0.5415797850551404,21.602622965491005,7.581894780183411
A,골목상권,3110168,대원고등학교,207751,451529,11215,광진구,11215770,중곡4동,58514,3110168,433008,132011,0.3048696559878801,60052.0,62581.2,0.9595853067694452,201223,231786,56538,65516,59465,741837047.0,112704.0,2678712.0,545712.0,1359.3929526929956,5619.509336343183,0.1667559163005061,0.4192047260096811,0.9294170084617376,3.0,2.0,2.0,392244791.0,8122.0,238976445.0,153268346.0,39819483.0,22846489.0,77301987.0,38753205.0,60255281.0,65094226.0,88174120.0,1.0,132011,2971.2813304851074,0.5,741837047.0,0.19552872717723274,5.235841105463661,0.0006609649200124444,0.0,0.07119756195507146,46.35631247169838,6.217228454332201
A,골목상권,3110169,성동초등학교,207787,448123,11215,광진구,11215830,자양2동,75500,3110169,561983,162758,0.2896137427644608,78722.5,80908.0,0.9729878380382656,275098,286883,92086,105213,84849,1698473412.0,111064.0,2922750.0,673047.0,2523.558402310686,10435.575590754372,0.1629633808739827,0.5020578914308795,0.9790296147748242,3.0,3.0,2.0,242026805.0,9829.0,199077881.0,42948924.0,37522853.0,39043084.0,31260614.0,46726261.0,44525069.0,28690338.0,14258586.0,1.0,162758,1487.0256329911097,0.5,1698473412.0,0.06248095799809496,6.455333469506741,0.0003307905476611177,0.0,0.1630104164640238,14.813101145313473,3.4424444154898883
A,골목상권,3110170,동대부여고,207834,449143,11215,광진구,11215850,구의1동,120727,3110170,2143201,585446,0.2731642995687292,321035.5,300226.2,1.069312072031022,967658,1175544,384028,417656,328094,1664752914.0,274176.0,2548061.0,2417377.0,688.6608559608203,2843.56356350543,0.1916234085536463,0.5271451441092087,0.9030020982632988,5.0,2.0,3.0,889497338.0,38786.0,633386858.0,256110480.0,131566152.0,129201176.0,114063647.0,108949414.0,149606469.0,175441546.0,80668934.0,1.0,585446,1519.3473328926443,0.5,1664752914.0,0.11045415059947837,23.22005160046722,0.0003379805466594947,0.0,0.1597741029700836,26.186674423264233,9.608733533048767
A,골목상권,3110171,중곡4동주민센터,207882,451145,11215,광진구,11215770,중곡4동,47879,3110171,325763,86033,0.2640969048050269,48040.5,45935.8,1.0458182942280312,150339,175425,36171,48954,47395,32735367.0,106056.0,2387003.0,431819.0,75.80807467943745,380.4977973568282,0.1767854605742286,0.4067988077221784,0.9229930962079794,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86033,0.0,1.0,32735367.0,0.26409609410493484,3.4122544168770412,0.0,100.0,0.003141765876387273,62.61239070914861,27.28538666085943
A,골목상권,3110172,광진초등학교,207912,449734,11215,광진구,11215860,구의2동,95499,3110172,917973,276622,0.3013400176257907,131474.0,131005.0,1.0035800160299224,420243,497730,113280,141993,160658,1806733957.0,173136.0,2723879.0,1091109.0,1655.8693558572058,6531.418169921409,0.1822360169874434,0.4530972043840069,0.9155890205921088,4.0,3.0,3.0,204352003.0,8396.0,154641366.0,49710637.0,27357764.0,27563095.0,27331850.0,35227398.0,37161259.0,32966911.0,16743726.0,1.0,276622,738.7382936342965,0.5,1806733957.0,0.09686792417437225,10.971425398455953,0.00016433317577585398,0.0,0.1734006859862836,22.96562672062875,5.614041477791547
A,골목상권,3110173,구남초등학교,208034,448444,11215,광진구,11215870,구의3동,49267,3110173,323271,90101,0.2787166185646099,47930.5,45482.0,1.0538344839716811,155063,168209,45411,58787,46736,1148121424.0,60680.0,2880147.0,383951.0,2990.2811139963173,12742.60467697362,0.1887637647274383,0.4668961954521129,0.959334428389803,2.0,2.0,3.0,314985671.0,4937.0,219769499.0,95216172.0,29324833.0,38178140.0,44824280.0,46139380.0,61302866.0,54646047.0,40570125.0,1.0,90101,3495.8787929235755,0.5,1148121424.0,0.1207549167575213,3.573600074564857,0.0007776622237116409,0.0,0.11019056886920998,28.62879912592907,3.951682935848674
A,골목상권,3110180,광진정보도서관,209612,449948,11215,광진구,11215810,광장동,74699,3110180,260110,75273,0.2893891046095883,35718.0,37734.4,0.9465633480325644,122282,137828,33115,40779,47276,7037406610.0,54644.0,3838199.0,314754.0,22358.434237531532,93491.7780611906,0.1522588019787787,0.465841374802968,0.9402329783553112,2.0,4.0,2.0,1527535927.0,37605.0,1089174279.0,438361648.0,207543896.0,179431372.0,211629418.0,239764194.0,250805399.0,248826551.0,189535097.0,1.0,75273,20293.0085686957,0.5,7037406610.0,0.11647043060513583,2.9854895995906867,0.004514202895499609,0.0,0.675412740769341,27.613025220335054,3.7593898637499876
A,골목상권,3110181,신설동역 9번,202420,452524,11230,동대문구,11230536,용신동,141747,3110181,1199704,312848,0.2607709901775771,161628.0,175289.6,0.9220626894008545,591450,608254,212887,232094,226716,568240904.0,60376.0,2955207.0,1260080.0,450.9562123039807,1816.3482074361991,0.125287669866888,0.5598856051159286,0.985993211658876,4.0,2.0,1.0,304467445.0,16136.0,222821771.0,81645674.0,42708475.0,42034668.0,42048604.0,44220256.0,51809768.0,33085086.0,48560588.0,1.0,312848,973.2089442510604,0.5,568240904.0,0.09555083228918489,12.408226724758507,0.00021649143936406588,0.0,0.05453673031234555,22.65336813916547,5.996039463750792
A,골목상권,3110182,용두희망어린이공원,202420,453440,11230,동대문구,11230536,용신동,59118,3110182,925800,253008,0.2732858068697343,122901.5,135999.8,0.9036888289541604,487589,438210,267285,134271,124233,550672479.0,44456.0,2933388.0,970256.0,567.5537992035091,2176.5022410358565,0.1254470157035046,0.5679293583927414,0.9466634262259668,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253008,0.0,1.0,550672479.0,0.27328551168123605,10.034843205574912,0.0,100.0,0.05285060661112451,64.791034833466,29.497484036010746
A,골목상권,3110183,한국의류시험연구원,202502,453159,11230,동대문구,11230536,용신동,43441,3110183,680880,196406,0.2884590529902479,88228.0,100884.6,0.8745437856719459,320024,360855,142055,130061,102654,362324536.0,22880.0,2340603.0,703760.0,514.8410480845743,1844.7732553995295,0.1228929460629271,0.5504200446481025,0.9400320173892608,3.0,1.0,1.0,353499780.0,11584.0,300762254.0,52737526.0,59828271.0,56425493.0,50547979.0,61162128.0,72798383.0,51158740.0,1578786.0,1.0,196406,1799.8328980128,0.5,362324536.0,0.05058013264636098,7.789885753154629,0.0004003748804481504,0.0,0.03477397590754526,11.991631448044728,3.541445060857105
A,골목상권,3110206,텃골근린공원,204578,453280,11230,동대문구,11230560,전농1동,100623,3110206,1274160,373052,0.2927826960507315,192025.5,178021.4,1.0786652615921457,624103,650055,183949,183607,207915,1748716635.0,164172.0,2399037.0,1438332.0,1215.794847782014,4687.594852728306,0.2071357222672971,0.4516473598292208,0.9796320713254224,4.0,3.0,4.0,137963607.0,7527.0,95280672.0,42682935.0,17458722.0,17342374.0,19582590.0,15414589.0,25482397.0,16767234.0,25915701.0,1.0,373052,369.8230733970776,0.5,1748716635.0,0.13115792401629467,14.796047269359594,8.226756437322855e-05,0.0,0.16783249295215716,31.095163337955693,7.573525955437365
A,골목상권,3110207,시립대앞사거리,204615,453829,11230,동대문구,11230560,전농1동,29327,3110207,802087,233451,0.2910544616731103,114400.5,114656.8,0.997764633235883,380493,421593,196180,116445,102271,629750332.0,40144.0,2272238.0,842231.0,747.716875773986,2697.5696484487107,0.1737385302982194,0.5172705703994703,0.948758675804495,4.0,2.0,2.0,325753632.0,14239.0,235917401.0,89836231.0,44140831.0,35744532.0,44070939.0,50301132.0,61659967.0,40406231.0,49430000.0,1.0,233451,1395.3773452358514,0.5,629750332.0,0.11083202562793039,9.259170386646545,0.00031040328154668966,0.0,0.06044007704942352,26.276261734280155,5.414520901799779
A,골목상권,3110208,시조사삼거리,204642,454283,11230,동대문구,11230710,회기동,42223,3110208,351436,105000,0.2987741722532694,51891.0,49530.8,1.0476511584710926,157442,193996,101671,39806,40602,56397709.0,37520.0,2633460.0,388956.0,144.99765783276257,537.1210380952381,0.1983249667403987,0.5181000239019338,0.8959867514995618,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105000,0.0,1.0,56397709.0,0.29877332210325036,4.164526562738593,0.0,100.0,0.00541275121927362,70.83373209437202,28.33354309094167
A,골목상권,3110209,답십리 장령당공원,204595,452273,11230,동대문구,11230600,답십리1동,27972,3110209,319142,92656,0.2903284431381642,47695.5,44750.6,1.0658069389013778,148231,170912,47283,56577,50418,35128426.0,29824.0,2349901.0,348966.0,100.6643225987632,379.12737437402865,0.2005198414434496,0.4834149062172951,0.9289313221074004,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92656,0.0,1.0,35128426.0,0.29032753342545503,3.6749368875914956,0.0,100.0,0.0033714389118654287,68.83138888542283,27.986125670656513
A,골목상권,3110184,용두사거리,202616,453006,11230,동대문구,11230536,용신동,24379,3110184,360267,107372,0.298034513291531,50209.0,51969.6,0.9661225023860104,170781,189485,77605,69268,55058,533007030.0,9636.0,2249832.0,369903.0,1440.9372997785906,4964.1156912416645,0.1652697089293227,0.5605037375057943,0.948082949590165,2.0,2.0,2.0,492412477.0,11402.0,327231968.0,165180509.0,52642428.0,64225378.0,61951117.0,67176544.0,81236501.0,87959136.0,77221373.0,1.0,107372,4585.999059353841,0.5,533007030.0,0.15044176889768207,4.258605200898744,0.0010201607200042782,0.0,0.0511551710640216,35.66701296784192,4.852211172893419
A,골목상권,3110185,용두초등학교,202597,452773,11230,동대문구,11230536,용신동,28847,3110185,674122,195907,0.2906106016418393,97393.5,95866.6,1.015927340700515,330884,343237,114384,118548,111331,175763313.0,18432.0,2387871.0,692554.0,253.7900481406504,897.1772984120016,0.1807372972653095,0.5106835261273182,0.9816754237363564,3.0,1.0,3.0,162082284.0,5187.0,115622312.0,46459972.0,22297998.0,18362234.0,16043910.0,27111143.0,31807027.0,24563171.0,21896801.0,1.0,195907,827.3387712599791,0.5,175763313.0,0.11677452497566602,7.770094336442185,0.00018404245305164883,0.0,0.016868825057136997,27.685120476437262,5.102116682948216
A,골목상권,3110186,종암초등학교,202689,453592,11230,동대문구,11230545,제기동,22890,3110186,148680,42586,0.2864272262577347,20982.0,21343.6,0.983058153263742,73727,74954,34044,17715,20586,1503990057.0,19256.0,2640696.0,167936.0,8955.733475847943,35316.53728924999,0.1650795970601376,0.4865819209039548,0.9917473769168684,1.0,2.0,2.0,603901717.0,26048.0,403996822.0,199904895.0,87336922.0,67988559.0,78586436.0,75607448.0,94477457.0,97429806.0,102475089.0,1.0,42586,14180.42400262991,0.5,1503990057.0,0.14172839118805225,1.6890526495312925,0.0031544514888163003,0.0,0.14434494165006154,33.601229256042856,3.8892790745833867
A,골목상권,3110187,제기동역 6번,202876,452949,11230,동대문구,11230536,용신동,159981,3110187,2672358,769641,0.28800070948578,388477.0,379081.2,1.0247857187325564,1281913,1390447,434700,477668,435790,10455138583.0,182456.0,2668899.0,2854814.0,3662.283631437985,13584.435578406035,0.1827147131844905,0.5044825581003742,0.9593864295128124,5.0,4.0,3.0,3319341647.0,92828.0,2472673862.0,846667785.0,459749768.0,403296012.0,433702710.0,505876241.0,670049131.0,690821103.0,155846682.0,1.0,769641,4312.838497639162,0.5,10455138583.0,0.09861423112441554,30.52562274545422,0.0009593958415756103,0.0,1.0034284214064069,23.379644403945065,11.646405376202129
A,골목상권,3110188,용두동신동아아파트,202873,452509,11230,동대문구,11230536,용신동,152517,3110188,865265,241393,0.2789815836766771,117723.5,125963.4,0.9345849667443084,419497,445766,116508,171106,152357,4467142952.0,171584.0,2865719.0,1036849.0,4308.383334506761,18505.685550119513,0.1412229369037295,0.508481216737069,0.9696405147555952,4.0,3.0,2.0,271271939.0,7687.0,241576860.0,29695079.0,46692735.0,39493762.0,53244754.0,46354887.0,55790722.0,22814792.0,6880287.0,1.0,241393,1123.7725005592517,0.5,4467142952.0,0.03429289890239713,9.574167243420543,0.00024998447414707146,0.0,0.42873254763074786,8.130223931949098,3.7496449444842215
A,골목상권,3110189,제기동역 1번,202945,453360,11230,동대문구,11230545,제기동,88499,3110189,906921,243342,0.2683166449999504,126524.0,130774.4,0.96749822595248,422933,483989,155975,139673,135356,3612486622.0,96524.0,2813260.0,1003445.0,3600.084331478058,14845.306695925898,0.1479892773809622,0.4752387473660881,0.9326777084222332,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243342,0.0,1.0,3612486622.0,0.26831634914579205,9.65146878885652,0.0,100.0,0.3467071928017526,63.612936583959666,29.308740373973187
