상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적,TRDAR_CD,총_유동인구_수,야간_유동인구_17_24,야간_비율,주말_평균,주중_평균,주말_프리미엄,남성_유동인구_수,여성_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,총_매출,총_상주인구,평균_소득,총_인구,인당_매출효율,야간_매출효율,주류친화_지수,타겟연령_비율,성비_균형도,야간_유동인구_17_24_점수,총_매출_점수,주류친화_지수_점수
A,골목상권,3110456,구산보건지소,192317,456472,11380,은평구,11380560,구산동,170875,3110456,1566424,441054,0.2815674427868827,236715.5,218599.4,1.0828735120041502,661764,904659,204088,215462,239776,2568508072.0,359872.0,2433030.0,1926296.0,1333.3922055592702,5823.568252413536,0.2020898704737897,0.4209115794957176,0.844936619970072,5.0,3.0,4.0
A,골목상권,3110457,예일여고,192325,456907,11380,은평구,11380560,구산동,93412,3110457,764499,218791,0.286188732751776,111139.0,108444.0,1.024851536276788,327816,436682,102625,94755,117121,1371956605.0,191764.0,2517789.0,956263.0,1434.7063569331867,6270.6263283224625,0.1816538541617808,0.411381833069762,0.8575982440788019,4.0,2.0,3.0
A,골목상권,3110505,홍남교남측,193361,452692,11410,서대문구,11410615,연희동,21259,3110505,25871,6584,0.25449344826253334,4084.0,3540.4,1.1535419726584566,11829,14042,3102,3819,5298,189909964.0,7232.0,2302198.0,33103.0,5736.941183578528,28844.16221142163,0.21411285802090263,0.4723048973754397,0.9144602064087202,1.0,1.0,4.0
A,골목상권,3110506,연희임광아파트,193454,451816,11410,서대문구,11410615,연희동,25732,3110506,215178,66414,0.30864679474667484,32669.0,29968.0,1.0901294714361986,96121,119056,49616,45205,36071,756362604.0,23892.0,2635282.0,239070.0,3163.7704605345716,11388.601861053392,0.22123986542248436,0.6082963871771278,0.8934138248333937,2.0,2.0,5.0
A,골목상권,3110483,연천초등학교,193551,457851,11380,은평구,11380520,불광1동,67748,3110483,702003,189883,0.2704874480593388,101928.5,99629.0,1.0230806291340875,321514,380490,98969,99795,90049,327763429.0,142324.0,2487366.0,844327.0,388.19489250018063,1726.133613856954,0.17152472048923825,0.4114127717402917,0.9159889630101296,3.0,1.0,2.0
A,골목상권,3110484,역촌역 3번,193559,456301,11380,은평구,11380510,녹번동,191591,3110484,1293927,369014,0.2851891953719182,195362.0,180640.6,1.0814955220476459,567929,725999,174171,214120,187131,2664963718.0,355420.0,2476237.0,1649347.0,1615.7689788746698,7221.84989729387,0.20371172604220927,0.44470978656446614,0.8778370031694215,4.0,3.0,4.0
A,골목상권,3110470,신진과학기술고등학교,192849,455298,11380,은평구,11380580,응암1동,34929,3110470,762741,227192,0.29786257720510634,115804.0,106226.6,1.090160091728437,337321,425420,89312,122663,144073,976112801.0,92696.0,2665223.0,855437.0,1141.0691856910562,4296.422413641325,0.21478158301443864,0.46680065710378754,0.8844968344431465,4.0,2.0,4.0
A,골목상권,3110471,응암동우체국,192874,454645,11380,은평구,11380590,응암2동,123744,3110471,1334045,382817,0.28695958532133475,194819.0,188881.8,1.0314334149716913,615706,718339,116875,200453,257750,9561591955.0,199720.0,2373517.0,1533765.0,6234.0658151672515,24976.926194500244,0.18474911718147735,0.4310784118976496,0.9230663133552466,4.0,4.0,3.0
A,골목상권,3110517,서대문소방서,194394,452679,11410,서대문구,11410615,연희동,63408,3110517,340091,106747,0.31387775624759257,49683.0,48145.0,1.0319451656454461,150757,189332,63132,42035,53501,1297956227.0,37792.0,4057300.0,377883.0,3434.8097876856064,12159.18224399749,0.201104720006734,0.46654571864589184,0.8865744756550453,2.0,2.0,4.0
A,골목상권,3110518,서대문구청,194404,453061,11410,서대문구,11410615,연희동,49879,3110518,17886,4737,0.2648440120764844,2491.0,2581.0,0.9651297946532352,7687,10201,2320,2224,2925,,22588.0,3191855.0,40474.0,,,0.14495832510718473,0.4175891758917589,0.8594431398859443,1.0,1.0,2.0
A,골목상권,3110491,불광중학교,194346,458292,11380,은평구,11380530,불광2동,300653,3110491,97861,32650,0.33363648440134475,15000.0,13572.6,1.105167764466646,44379,53483,9652,11779,14038,67253840.0,59892.0,2434133.0,157753.0,426.32368322630947,2059.8419601837672,0.24224899642746525,0.36244264824598155,0.9069700902300202,1.0,1.0,5.0
A,골목상권,3110492,하나고등학교,194584,460074,11380,은평구,11380690,진관동,133323,3110492,13569,4373,0.3222787235610583,2025.5,1903.2,1.064260193358554,5823,7745,1797,2098,2487,183182402.0,36760.0,5398458.0,50329.0,3639.698821752866,41889.41276011891,0.2190713114800566,0.47033679711106197,0.8583536001179158,1.0,1.0,5.0
A,골목상권,3110493,북가좌초등학교,191669,452953,11410,서대문구,11410710,북가좌1동,44322,3110493,269251,100212,0.37218803272782647,40136.5,37795.6,1.0619357808845475,124324,144927,29565,34825,45967,122861883.0,59480.0,2489235.0,328731.0,373.7459594622959,1226.0196683031972,0.2480871319905149,0.40986663002180124,0.9234803213358539,2.0,1.0,5.0
A,골목상권,3110507,명지대학교,193437,453250,11410,서대문구,11410685,홍은2동,176999,3110507,1800194,516535,0.28693296389166945,253748.5,258539.4,0.9814693621165672,797693,1002501,463462,224260,241853,11749651246.0,283040.0,2420117.0,2083234.0,5640.101518120384,22747.057306862072,0.16474752318162852,0.5163749018161375,0.886230039651282,5.0,4.0,2.0
A,골목상권,3110508,서연중학교,193595,452248,11410,서대문구,11410615,연희동,171649,3110508,729399,212852,0.2918183326272726,107594.5,102842.4,1.0462075953108836,318931,410468,180079,132735,115394,1343827967.0,92332.0,4138054.0,821731.0,1635.3623837971306,6313.4382904553395,0.19357403770071696,0.5870696285572095,0.87450352961822,4.0,2.0,3.0
A,골목상권,3110534,경기대학교,196485,451629,11410,서대문구,11410565,충현동,71787,3110534,596154,156473,0.26247077097528493,82200.0,86351.2,0.9519265511075701,278619,317535,78231,84036,104951,260295283.0,70496.0,2967758.0,666650.0,390.45268581714544,1663.5156416761997,0.138253083028199,0.4482365294873472,0.9347215652331444,3.0,1.0,2.0
A,골목상권,3110535,영천시장입구,196528,452201,11410,서대문구,11410520,천연동,34671,3110535,824896,231879,0.28110089029404917,117009.0,118175.4,0.9901299255174936,366112,458783,97650,113465,133220,923382178.0,57788.0,2581622.0,882684.0,1046.1073022735204,3982.1725037627384,0.1647125043834269,0.4174283788501823,0.8876573531693692,4.0,2.0,2.0
A,골목상권,3110519,서대문구보건소별관,194442,453988,11410,서대문구,11410620,홍제1동,115619,3110519,1315054,357521,0.2718679232944046,197621.5,183962.0,1.0742517476435351,580933,734121,171979,162861,198658,1599586084.0,172832.0,2619770.0,1487886.0,1075.0730123141154,4474.103854039343,0.19282145303405684,0.40568524182276927,0.8835120078719201,4.0,2.0,3.0
A,골목상권,3110520,경의중앙 신촌역,194757,450919,11410,서대문구,11410585,신촌동,60585,3110520,863995,282660,0.3271546710339759,125495.0,122601.0,1.0236050276914543,346903,517092,409164,133249,83427,1804571036.0,70656.0,2857910.0,934651.0,1930.743171515357,6384.246218071181,0.20573481369696728,0.7243560437271049,0.8030208508151089,4.0,3.0,4.0
A,골목상권,3110566,경의선책거리,193685,450750,11440,마포구,11440660,서교동,156743,3110566,1436435,487532,0.33940414985711154,228313.0,195961.8,1.1650893184283877,610776,825658,497838,284259,196241,13666784369.0,79308.0,3010858.0,1515743.0,9016.55779970615,28032.589386953063,0.269678217285622,0.6810875535614211,0.8504060399530783,5.0,5.0,5.0
A,골목상권,3110542,마포구청역 7번,191345,451292,11440,마포구,11440700,망원2동,123656,3110542,1292555,372862,0.28846896263601934,193817.5,180984.2,1.0709083997387616,579507,713048,179238,233520,236879,3559199084.0,216204.0,2815219.0,1508759.0,2359.0242603358124,9545.620320654827,0.20144473747711625,0.502599115704941,0.8966844737748103,4.0,3.0,4.0
A,골목상권,3110543,중암중학교,191421,452638,11440,마포구,11440730,성산2동,21216,3110543,142412,41429,0.290909473920737,21158.0,20019.2,1.0568853900255755,64078,78335,18400,19367,23023,21675569.0,42128.0,2833001.0,184540.0,117.45729381163976,523.1979772623042,0.1972998403626724,0.42686009605932085,0.8998890542931776,1.0,1.0,3.0
A,골목상권,3110544,망리단길,191619,450607,11440,마포구,11440690,망원1동,311648,3110544,4961562,1496241,0.3015665228006825,780322.0,680183.4,1.1472229401658434,2151802,2809761,996645,1119044,849241,14760542890.0,536676.0,2649529.0,5498238.0,2684.5951175631176,9865.083826736469,0.23982908974674685,0.597579955667187,0.8673887376596322,5.0,5.0,5.0
A,골목상권,3110545,마포구청역 1번,191544,451746,11440,마포구,11440730,성산2동,87346,3110545,482701,129037,0.2673228354612897,70503.0,68339.0,1.0316656667495867,193599,289101,119358,108423,78969,5414449117.0,202088.0,3104353.0,684789.0,7906.7407873082075,41960.438610631056,0.1730599679766085,0.6354865641463349,0.802150813857854,3.0,4.0,2.0
A,골목상권,3110584,아현역 4번,195866,450839,11440,마포구,11440555,아현동,14177,3110584,93363,28118,0.3011685571371957,13715.0,13186.4,1.0400867560516895,40727,52635,13347,15009,14309,13612364887.0,3916.0,3259482.0,97279.0,139931.176173686,484115.68699765275,0.19673583670299322,0.45697974572368066,0.8724548268586056,1.0,5.0,3.0
A,골목상권,3110553,가좌역 2번,192127,452064,11440,마포구,11440730,성산2동,83965,3110553,947213,273987,0.28925595404623883,139695.0,133564.6,1.0458983892438565,425411,521803,143731,156833,159114,1569217247.0,138784.0,2690340.0,1085997.0,1444.9554160831015,5727.341979728965,0.1919129281252859,0.4852952820537725,0.8982361939711554,4.0,2.0,3.0
A,골목상권,3110554,망원역 1번,192277,450762,11440,마포구,11440660,서교동,126268,3110554,1286536,395384,0.3073244744025818,164558.5,191484.2,0.859384220734661,570264,716272,299729,301302,236379,3011674159.0,179112.0,2895525.0,1465648.0,2054.8413800585136,7617.086576593893,0.1281483729354135,0.6509028896198785,0.8865107544600385,5.0,3.0,1.0
A,골목상권,3110555,홍익지구대,192243,450433,11440,마포구,11440660,서교동,21035,3110555,220699,68177,0.3089139506749011,28147.5,32880.6,0.8560518968631959,97827,122872,50946,54361,41682,1196026824.0,10168.0,3109044.0,230867.0,5180.588061524601,17542.966454962818,0.12776912915021904,0.6660157046475064,0.8865196489336155,2.0,2.0,1.0
A,골목상권,3110580,양원초등학교,195137,450415,11440,마포구,11440600,대흥동,39360,3110580,652127,196831,0.3018292449170177,92359.5,93481.6,0.9879965683086297,267794,384333,177627,109525,108985,265654141.0,53940.0,2559201.0,706067.0,376.2449470092782,1349.6560043895524,0.17629617427366248,0.6074537628406737,0.8212940117492451,3.0,1.0,2.0
A,골목상권,3110581,염리초등학교,195296,449319,11440,마포구,11440590,용강동,13748,3110581,125271,36823,0.29394672350344453,14089.5,19418.4,0.7255747126436781,57659,67612,16756,27225,25447,,12764.0,4980975.0,138035.0,,,0.06659791915953797,0.5542224457376408,0.9205482513909844,1.0,1.0,1.0
A,골목상권,3110582,이대역 5번,195312,450646,11440,마포구,11440610,염리동,53599,3110582,467119,130849,0.2801191987480706,68407.5,66061.4,1.0355139309793617,193305,273816,131473,85102,74445,2371489333.0,66676.0,2338936.0,533795.0,4442.696789966186,18123.862872471323,0.18227709164058706,0.6230104106234171,0.8276434912731017,3.0,3.0,3.0
A,골목상권,3110583,공덕래미안3차아파트,195817,449922,11440,마포구,11440555,아현동,7972,3110583,364917,101628,0.2784962059865668,39756.5,57081.0,0.6964927033513779,161073,203844,44225,77237,73283,1125386856.0,7328.0,3329675.0,372245.0,3023.2423699445258,11073.590506553312,0.04569480493249124,0.5336693001422241,0.8827925254235894,2.0,2.0,1.0
A,골목상권,3110567,광흥창역 6번,193708,449746,11440,마포구,11440655,서강동,21814,3110567,316385,99296,0.31384547307868577,46669.0,44609.2,1.0461743317521948,154752,161634,44468,43864,59654,113615967.0,12140.0,2598779.0,328525.0,345.8365938665246,1144.2149432001288,0.20677701654808936,0.46774025317255874,0.9782480206078038,2.0,1.0,4.0
A,골목상권,3110568,광흥창역 1번,193929,449952,11440,마포구,11440655,서강동,25225,3110568,397805,115005,0.2890989303804628,54884.5,57607.2,0.9527368106764432,187542,210264,51071,60171,69065,1367835711.0,21544.0,4410594.0,419349.0,3261.8074944735768,11893.706456241032,0.15455408249885497,0.4532547353602896,0.9428815625746283,3.0,2.0,2.0
A,골목상권,3110421,석계역 1번,205573,457361,11350,노원구,11350560,월계1동,69794,3110421,388189,133779,0.3446233664529392,56200.0,55158.0,1.0188911853221654,188827,199363,59784,49707,61110,7863592366.0,49960.0,2616617.0,438149.0,17947.301867629503,58780.469027276326,0.21433049400062965,0.43947922274974305,0.9728585817733114,3.0,4.0,4.0
A,골목상권,3110422,노원역 9번,205580,462171,11350,노원구,11350720,상계10동,35324,3110422,792706,258932,0.32664316909421653,119180.5,110869.0,1.0749668527721905,368036,424669,116170,115080,112158,1393244744.0,40712.0,3223464.0,833418.0,1671.7238456572811,5380.736038805555,0.2259726425654061,0.43320979026272033,0.9285573718377305,4.0,2.0,5.0
A,골목상권,3110585,마포경찰서,195953,450143,11440,마포구,11440555,아현동,18216,3110585,120136,39995,0.33291436372111605,16707.5,17343.8,0.9633125381980882,54579,65557,14159,23276,23262,341855349.0,9492.0,1844644.0,129628.0,2637.202988551856,8547.452156519565,0.1850736335119049,0.5052357328361191,0.9086202304055404,1.0,1.0,3.0
A,골목상권,3110586,서울서부지방법원,196159,450001,11440,마포구,11440565,공덕동,132139,3110586,2052420,568620,0.27704855731283073,297670.5,291415.2,1.0214652495820395,934055,1118365,263533,417950,404805,4937355784.0,68380.0,3376482.0,2120800.0,2328.062893247831,8683.04981182512,0.17481523422051426,0.5292717864764522,0.9101986922754601,5.0,4.0,2.0
A,골목상권,3110587,공덕동주민센터,196316,449878,11440,마포구,11440565,공덕동,76629,3110587,616311,182133,0.2955212546912192,92743.5,86164.8,1.0763502033312906,279686,336625,102206,123118,99667,468792970.0,135604.0,3158287.0,751915.0,623.465378400484,2573.9046191519383,0.20785283414724776,0.5273165658247216,0.9076132017763758,3.0,1.0,4.0
A,골목상권,3110447,구산초등학교,191809,457108,11380,은평구,11380560,구산동,36415,3110447,358355,112002,0.31254482287117524,54153.0,50009.4,1.0828564229924773,160002,198352,40234,40987,52728,93755972.0,70120.0,2362179.0,428475.0,218.8131676293833,837.0919447867002,0.22066946291969608,0.3737885616218554,0.8929832149683973,2.0,1.0,5.0
A,골목상권,3110448,상신초등학교입구,191804,455212,11380,은평구,11380632,신사2동,61765,3110448,339494,101964,0.3003410958662009,52012.5,47093.6,1.104449436866156,154590,184903,39166,51813,57937,749168862.0,113012.0,2428645.0,452506.0,1655.599841770054,7347.3859597505,0.22198443226618292,0.4386410363658857,0.9107112349555515,2.0,2.0,5.0
A,골목상권,3110409,창동역 2번,203829,461718,11320,도봉구,11320515,창5동,77642,3110409,569811,180558,0.31687348963077233,89355.5,78220.0,1.1423612886729737,254462,315348,72438,85253,80892,4219810726.0,121516.0,2789181.0,691327.0,6103.92871390818,23370.94299892555,0.2470686092476529,0.4187055005958116,0.8931470259436901,3.0,3.0,5.0
A,골목상권,3110410,방학역 2번,203939,463274,11320,도봉구,11320690,방학1동,130951,3110410,542797,175348,0.3230452636989519,79048.5,76940.0,1.0274044710163763,262935,279861,74627,73493,84191,6519205871.0,113412.0,2399727.0,656209.0,9934.648672907564,37178.67253119511,0.2047889466259217,0.42798873243588303,0.9688170715755614,3.0,4.0,4.0
A,골목상권,3110411,도봉역 3번,204032,464014,11320,도봉구,11320522,도봉2동,90321,3110411,655229,202117,0.30846772655056476,94207.0,93362.6,1.0090443068209325,328378,326852,68582,93404,102965,753760272.0,67560.0,2175064.0,722789.0,1042.8496725877123,3729.3264396364484,0.18869835865871185,0.404363970459183,0.99767104325358,3.0,2.0,3.0
A,골목상권,3110412,창동중학교,204240,462445,11320,도봉구,11320514,창4동,21146,3110412,141712,42692,0.3012588912724399,20728.0,20051.8,1.0337226583149643,67790,73923,14975,18223,21407,463795329.0,16500.0,2310091.0,158212.0,2931.480096326448,10863.752670289516,0.19424439808944965,0.3853237552218584,0.956722084227165,1.0,1.0,3.0
A,골목상권,3110436,상계제일중학교,206697,462140,11350,노원구,11350624,중계4동,41545,3110436,529112,155492,0.2938735088223287,78052.0,74601.4,1.046253823654784,246900,282212,58189,49427,75769,2531392692.0,67316.0,3256494.0,596428.0,4244.255286472131,16279.890232294909,0.19482563475531084,0.34659013592585314,0.9332617668848939,3.0,3.0,3.0
A,골목상권,3110437,당고개역 2번,206846,463073,11350,노원구,11350665,상계3?4동,83701,3110437,1514843,496014,0.32743591250050336,233392.0,209611.4,1.1134508905527085,711015,803828,152266,166394,221787,1260475080.0,85276.0,2341393.0,1600119.0,787.7383369611886,2541.208675561577,0.24184190372138542,0.3567676650319538,0.9387309443948977,5.0,2.0,5.0
A,골목상권,3110438,경춘선숲길 우측,206924,458484,11350,노원구,11350600,공릉2동,100071,3110438,1597837,500627,0.31331543830816283,237106.0,224725.0,1.0550940037824008,801312,796526,437420,196223,198235,13376970165.0,154620.0,2485277.0,1752457.0,7633.265846180534,26720.432907134455,0.210026864497858,0.5206275734007912,0.9970047007297991,5.0,5.0,4.0
A,골목상권,3110423,석계역 2번,205719,457498,11350,노원구,11350560,월계1동,58165,3110423,284621,97568,0.3427997231405975,42420.0,39956.4,1.0616572063549268,138223,146399,43415,40080,43557,1647550569.0,20700.0,3542119.0,305321.0,5396.125942860137,16886.177527468022,0.2303427164263292,0.4463901117626598,0.9712740802681461,2.0,2.0,5.0
A,골목상권,3110472,연신내역 4번,193000,457351,11380,은평구,11380570,대조동,134157,3110472,1538038,480430,0.3123654942205589,230477.0,215417.0,1.069910916965699,690386,847651,302297,271388,215372,3127533773.0,236320.0,2485883.0,1774358.0,1762.6283833363955,6509.863607601524,0.21538366331861497,0.513028286687325,0.8977496004650081,5.0,3.0,4.0
A,골목상권,3110473,구산역 1번,193014,457016,11380,은평구,11380570,대조동,185580,3110473,1819377,547710,0.3010426096405528,268556.5,256452.6,1.0471974158187516,794927,1024451,238050,272100,279388,5176614765.0,407184.0,2472122.0,2226561.0,2324.9373203788264,9451.37895053952,0.1995045321118323,0.4339606359759412,0.8738447281679388,5.0,4.0,4.0
A,골목상권,3110449,증산역 3번,191787,453767,11380,은평구,11380640,증산동,154127,3110449,1033002,285329,0.2762134052015388,150276.5,146489.6,1.025850981912709,460520,572481,126273,136853,166239,2937280660.0,224228.0,2700092.0,1257230.0,2336.311303421013,10294.364260204886,0.17606843588600693,0.4156477915822041,0.8916158923216024,4.0,3.0,2.0
A,골목상권,3110494,증산3교남측,191718,453280,11410,서대문구,11410710,북가좌1동,32244,3110494,218922,63064,0.28806606919359407,33277.5,30473.2,1.0920251237152645,108542,110380,29496,33099,38418,80769992.0,35844.0,2556605.0,254766.0,317.0359938139312,1280.762273246226,0.20964969100226225,0.4614109134760326,0.9916043156923471,2.0,1.0,4.0
A,골목상권,3110495,북가좌2동주민센터,192016,453516,11410,서대문구,11410720,북가좌2동,183812,3110495,1138938,334503,0.2936972864194539,171083.5,159354.2,1.0736052140451897,520323,618614,148329,169288,200678,7404872346.0,271744.0,2540629.0,1410682.0,5249.143567437594,22136.938520730757,0.20566045746974826,0.4550686692339706,0.9136994287660961,4.0,4.0,4.0
A,골목상권,3110560,마포FM,192787,451180,11440,마포구,11440710,연남동,60230,3110560,745833,205203,0.27513263693078743,106135.5,106712.6,0.9945920163129752,328432,417401,159606,154696,140178,6785065273.0,65812.0,2894200.0,811645.0,8359.64648707255,33065.13683035823,0.16291638868366254,0.6093589315570643,0.8807119019941462,3.0,4.0,2.0
A,골목상권,3110561,상수역 4번,193020,449646,11440,마포구,11440655,서강동,81410,3110561,696557,208632,0.2995189194854118,102287.0,98396.8,1.0395358385638558,334865,361692,181324,180053,107304,2241878920.0,95056.0,2681386.0,791613.0,2832.039039278031,10745.613903907359,0.1955256871167894,0.6728537650185125,0.9614862818118259,3.0,3.0,3.0
A,골목상권,3111078,굽은다리역 4번,212791,449269,11740,강동구,11740685,길동,207328,3111078,4064469,1127074,0.2772991994772257,601507.0,572291.0,1.0510509513516726,1864144,2200326,433129,594702,610564,8103186870.0,415816.0,2504206.0,4480285.0,1808.6320111332204,7189.578386157431,0.18679990022700443,0.40310185660168646,0.9172875964855434,5.0,4.0,3.0
A,골목상권,3110485,연신내우체국,193759,458017,11380,은평구,11380530,불광2동,103329,3110485,346012,109877,0.3175525704310833,50199.0,49123.0,1.0219041996620728,158710,187302,38979,44407,46750,657016623.0,117388.0,2378917.0,463400.0,1417.8174859732412,5979.564631360521,0.1992932221234791,0.37610256291689304,0.9173670277331422,2.0,2.0,4.0
A,골목상권,3110486,은평구청,193642,455881,11380,은평구,11380510,녹번동,63348,3110486,579053,186962,0.32287545354224917,77597.0,84771.8,0.9153633637601183,257416,321637,74765,94775,92518,5832631841.0,85664.0,2737159.0,664717.0,8774.609105829999,31196.884078047944,0.1598706176293968,0.4525630641754727,0.8890930536583007,3.0,4.0,2.0
A,골목상권,3110487,불광역 8번,193806,456935,11380,은평구,11380520,불광1동,23276,3110487,166405,51497,0.3094678645473393,24987.0,23286.2,1.0730389672853449,72076,94330,25999,26889,22318,4502760764.0,15120.0,2370281.0,181525.0,24805.18255887619,87437.34128201642,0.21489630564254153,0.4519455545205973,0.8662660376791562,2.0,4.0,4.0
A,골목상권,3110521,홍제역 4번,194925,454327,11410,서대문구,11410620,홍제1동,30428,3110521,611709,187050,0.305782651554906,89881.0,86389.4,1.0404169956036273,266225,345485,79839,82726,85946,1485581007.0,39904.0,2398698.0,651613.0,2279.8517018537077,7942.159887730553,0.19963638917439452,0.40625689666164794,0.8704285861414496,3.0,2.0,4.0
A,골목상권,3110522,홍제역 3번,195088,454097,11410,서대문구,11410620,홍제1동,37420,3110522,309163,102600,0.33186377412562307,42817.5,44706.0,0.957757348006979,137758,171405,40554,46930,45199,108306658.0,57264.0,2349381.0,366427.0,295.57499310913227,1055.62044834308,0.18222120367816544,0.4291684321862577,0.8911674424171069,2.0,1.0,3.0
A,골목상권,3110523,홍제성원아파트,195052,453807,11410,서대문구,11410620,홍제1동,14283,3110523,54266,14250,0.26259536357940516,8038.0,7638.2,1.052342174857951,24379,29886,5688,6803,8444,200466879.0,22556.0,2789176.0,76822.0,2609.498307776418,14067.851157894736,0.17849408809082346,0.3857848376515682,0.8985184093170677,1.0,1.0,2.0
A,골목상권,3110524,연희세브란스병원,195078,451634,11410,서대문구,11410585,신촌동,30580,3110524,129631,28940,0.2232490685098472,9938.5,21951.0,0.4527584164730536,54534,75097,46599,22525,17415,1368113385.0,10356.0,4640358.0,139987.0,9773.145970697278,47274.13217000691,-0.08494719230487027,0.6675795141594217,0.8413728197730481,1.0,2.0,1.0
A,골목상권,3110496,모래내우체국,192218,453273,11410,서대문구,11410720,북가좌2동,69544,3110496,897594,288934,0.32189831928466545,132799.0,126399.0,1.050633311972405,411970,485622,115002,131412,147324,6888602219.0,90864.0,2402041.0,988458.0,6969.038865586601,23841.438594973246,0.21339231635976125,0.4386593493272014,0.9179450843031483,4.0,4.0,4.0
A,골목상권,3110546,양화대교북단,191662,450075,11440,마포구,11440680,합정동,102440,3110546,698758,184345,0.26381808866589007,104070.0,98123.2,1.0606054429533485,319586,379171,134352,161023,119049,1552257849.0,113432.0,2679531.0,812190.0,1911.2003952277178,8420.395719981556,0.18253303038087343,0.5930865907796404,0.9147272732476766,3.0,2.0,3.0
A,골목상권,3110547,KB국민은행 망원동지점,191646,451113,11440,마포구,11440700,망원2동,72666,3110547,793959,253802,0.31966638075769654,120394.5,110634.0,1.088223330983242,352544,441415,122744,144921,135593,5455746483.0,106028.0,3007381.0,899987.0,6062.028099294767,21496.07364402172,0.22708916084791478,0.5079078390697757,0.8880660084462799,4.0,4.0,5.0
A,골목상권,3110458,선일여고,192396,457958,11380,은평구,11380552,갈현2동,118649,3110458,715947,214499,0.29960178616573574,101313.5,102664.0,0.9868454375438324,330907,385039,87701,94606,110371,2752528989.0,235028.0,2427651.0,950975.0,2894.4283382843923,12832.362803556194,0.1744992467169744,0.4087984166425727,0.924391051292903,4.0,3.0,2.0
A,골목상권,3110459,응암역 2번,192366,455560,11380,은평구,11380631,신사1동,104660,3110459,1311446,409349,0.31213561214110225,197914.5,183123.4,1.0807712176597857,588502,722945,166485,176059,212380,1505121171.0,213152.0,2575353.0,1524598.0,987.2249412632051,3676.865391145453,0.21958985434857564,0.4231390388929472,0.8974849135991875,5.0,2.0,5.0
A,골목상권,3110460,구산역 4번,192498,457218,11380,은평구,11380552,갈현2동,149102,3110460,1341706,398808,0.297239484656102,200272.0,188232.0,1.0639636193633388,590800,750903,176242,179606,211380,10874617739.0,241068.0,2496845.0,1582774.0,6870.606756871164,27267.80239864797,0.20392913853899672,0.42276623939968966,0.8806720697380798,5.0,4.0,4.0
A,골목상권,3110536,돈의문센트레빌아파트입구,196793,451833,11410,서대문구,11410565,충현동,21586,3110536,112806,34532,0.30611846887576905,13834.0,17027.6,0.8124456764312059,55872,56935,15469,18622,21089,521176358.0,30792.0,2951104.0,143598.0,3629.412373431385,15092.562203173868,0.10864935189794378,0.48915837810045565,0.9905767423718597,1.0,2.0,1.0
A,골목상권,3110537,충정로현대아파트,196781,451522,11410,서대문구,11410565,충현동,52786,3110537,523238,136463,0.2608048345112549,47933.0,85474.6,0.5607864792581655,250497,272741,82335,122177,116590,1892753497.0,43264.0,3731666.0,566502.0,3341.1241213623252,13870.085642262005,-0.019202507589980877,0.6136824924795218,0.957487797140116,3.0,3.0,1.0
A,골목상권,3110538,충정로역 3번,196883,451251,11410,서대문구,11410565,충현동,16657,3110538,326676,85116,0.26055173933805975,35855.5,50993.0,0.703145529778597,155778,170897,50779,79073,72736,1540393903.0,17392.0,4171036.0,344068.0,4477.004263692061,18097.583333333332,0.03758925551427464,0.6201496283779647,0.9537186692625108,2.0,2.0,1.0
A,골목상권,3110539,미근동,197093,451559,11410,서대문구,11410565,충현동,48052,3110539,271418,63608,0.23435439064468827,20057.0,46260.8,0.43356362190018327,143582,127835,36153,70097,73998,3780956683.0,20444.0,2803970.0,291862.0,12954.60417251989,59441.527527983904,-0.08596191685311375,0.6640974437951794,0.9419824772122704,2.0,3.0,1.0
A,골목상권,3110525,홍은종합사회복지관,195233,455053,11410,서대문구,11410660,홍은1동,35519,3110525,337130,110906,0.32897102008127427,51232.5,46932.6,1.0916186190409225,151630,185499,40895,45855,47631,1177890146.0,22272.0,2675378.0,359402.0,3277.3611332157307,10620.616972932032,0.23403005966513357,0.39860291282294663,0.8995372704891288,2.0,2.0,5.0
A,골목상권,3110569,홍대땡땡거리,193992,450570,11440,마포구,11440655,서강동,84934,3110569,846589,253870,0.29987396481645756,127160.0,118453.4,1.0735023224322815,377440,469148,295551,148312,110235,6574961414.0,82036.0,2574890.0,928625.0,7080.319196661731,25898.93021625241,0.20932530786278714,0.6545064960683401,0.89167352753225,4.0,4.0,4.0
A,골목상권,3110570,KB국민은행 서강지점,194258,449405,11440,마포구,11440630,신수동,24575,3110570,216624,62419,0.2881444345963513,30547.5,31106.0,0.9820452645791808,99409,117215,24957,35325,40278,938643657.0,23592.0,5088849.0,240216.0,3907.498488860026,15037.787484580016,0.16570476658948313,0.4642144914690893,0.9178022749095206,2.0,2.0,2.0
A,골목상권,3110548,마포구청역 4번,191712,451412,11440,마포구,11440720,성산1동,113289,3110548,1160060,361351,0.3114933710325328,172476.0,163021.4,1.0579960667740556,522623,637437,194440,240904,213209,2222488585.0,114704.0,2811320.0,1274764.0,1743.4510113244492,6150.49795074595,0.21009444932914187,0.5590684964570798,0.9010275330586349,4.0,3.0,4.0
