source,title,description,pub_date,prices,districts,sentiment
news,진주의 밤이 뜨겁다! 도심 페스티벌로 살아나는 상권 활성화,"육전, 불<b>막창</b>, 마라크림새우튀김, 닭꼬치, 분식 등 다양한 먹거리와 함께 무료 캐리커쳐 부스, 버스킹 공연, 시민 참여형 노래방 등 풍성한 즐길 거리로 방문객들의 발길을 사로잡고 있다. 올빰토요야시장은 4월부터... ","Thu, 12 Jun 2025 19:30:00 +0900",[],[],neutral
news,"[영상] 대구광역시, ‘대구10미데이’ 지정. . .다양한 혜택과 이벤트 풍...","‘대구10미’는 대구의 맛을 대표하는 10가지 향토음식으로, △뭉티기, △동인동찜갈비, △<b>막창</b>구이, △복어불고기, △논메기매운탕, △누른국수, △따로국밥, △야끼우동, △납작만두, △무침회가 포함된다. 노권율... ","Thu, 12 Jun 2025 18:02:00 +0900",[],[],neutral
news,"수소차 관련주, '껑충껑충' 이엠코리아, 현대로템, 우리산업, 한화솔루...","16일 한국거래소에 따르면 이엠코리아, 현대로템, 한화솔루션, 우리산업, <b>대창</b>솔루션은 상승했다.... 한화솔루션과 우리산업과 <b>대창</b>솔루션은 전 거래일 대비 각각각 1050원, 250원, 8원 오른 3만6450원과 9720원 그리고... ","Tue, 17 Jun 2025 00:20:00 +0900","['050', '250', '8', '450', '720']",[],neutral
news,"원자력발전 관련주, '어깨춤 으쓱으쓱' 우리기술·에너토크·이엠코리아...","비에이치아이, <b>대창</b>스틸, 오르비텍 등은 상승했지만 티플랙스, 에스앤더블류는 하락했다. 미국의 유명 원전업체 오클로가 한국수력원자력(이하 한수원)과 기술 개발을 위해 양해각서(MOU)를 체결하고 공군 기지... ","Tue, 17 Jun 2025 00:10:00 +0900",[],[],neutral
news,"풍력에너지 관련주, '웃음꽃' 유니슨·세진중공업·현대건설·<b>대창</b>솔루...","16일 한국거래소에 따르면 유니슨, 우리기술, 세진중공업, 두산에너빌리티, 현대건설, 한전기술, <b>대창</b>솔루... 한전기술과 <b>대창</b>솔루션은 전 거래일 대비 각각 2400원, 8원 오른 10만6500원과 414원에 장을 마감했다.... ","Tue, 17 Jun 2025 00:10:00 +0900","['400', '8', '500', '414']",[],neutral
news,[교통정보] 전국 고속도로 공사·기상 겹쳐 정체… 운전자 주의 당부,금호<b>대창</b> 하이패스 신설 공사(서울·부산 방향 모두)와 오산~동탄 부근 개량공사로 3~5차로 차단 중이다. 특히 오산 졸음쉼터는 오는 10월 20일까지 임시 폐쇄 상태다. 이 구간은 상습적인 병목과 공사가 겹쳐 정체가... ,"Mon, 16 Jun 2025 18:08:00 +0900",[],[],neutral
news,"원자력발전소 해체 관련주, '햇볕은 쨍쨍' 우리기술·두산에너빌리티·...","16일 한국거래소에 따르면 우리기술, 두산에너빌리티, 현대건설, 한전KPS, 한전기술, <b>대창</b>솔루션은... 한전기술과 <b>대창</b>솔루션은 전 거래일 대비 각각 2400원, 8원 오른 10만6500원과 414원에 거래됐다. 한전기술과... ","Mon, 16 Jun 2025 18:06:00 +0900","['400', '8', '500', '414']",[],neutral
news,"영천시, 교통·산업·교육 융합도시 비전 박람회 홍보","특히 2030년 개통을 목표로 추진 중인 대구도시철도 1호선 영천(금호) 연장사업과 영천경마공원 조성, 금호·<b>대창</b> 하이패스IC 개통 등 확대되는 광역교통 인프라를 통해 대구·경북을 연결하는 중심도시로서의 가능성을... ","Mon, 16 Jun 2025 16:34:00 +0900",[],[],neutral
news,"영천시 <b>대창</b>면, '영천 바로 알기 사랑의 투어' 프로그램 운영",영천시 <b>대창</b>면 지역사회보장협의체는 지난 14일 관내 아동 8명을 대상으로 '영천 바로 알기 사랑의 투어' 프로그램을 운영했다고 16일 밝혔다. 이번 사업은 <b>대창</b>면 '함께모아 행복금고' 특화사업의 일환으로 기획됐으며... ,"Mon, 16 Jun 2025 15:10:00 +0900",[],[],neutral
news,"[성금내역]루게릭병 남편 온종일 간호하는 배성미 씨에 2,452만원 전달",20만원 ▷<b>대창</b>공업사 20만원 ▷㈜구마이엔씨 10만원 ▷㈜우주배관종합상사(김태룡) 10만원 ▷경주천마운전전문학원 10만원 ▷김영준치과의원 10만원 ▷동양자동차운전전문학원 10만원 ▷민들레부엌(장무성) 10만원... ,"Mon, 16 Jun 2025 14:26:00 +0900",[],[],neutral
news,"영천시, 망정동 우로지 농업용 저수지 수질개선사업 성공적으로 마무리",한편 영천시 <b>대창</b>면 지역사회보장협의체는 지난 14일 관내 아동 8명을 대상으로 지역 주요 관광지를 체험하는 '영천 바로 알기 사랑의 투어' 프로그램을 진행했다. 이번 사업은 <b>대창</b>면 '함께모아 행복금고' 특화사업의... ,"Mon, 16 Jun 2025 13:58:00 +0900",[],[],neutral
news,"영천시 <b>대창</b>면, 꿈나무들을 위한 ‘영천 바로 알기 사랑의 투어’ 실시",영천시 <b>대창</b>면 지역사회보장협의체는 지난 14일 관내 아동 8명을 대상으로 지역 주요 관광지를 체험하는 ‘영천 바로 알기 사랑의 투어’ 프로그램을 진행했다.이번 사업은 <b>대창</b>면 ‘함께모아 행복금고’ 특화사업의... ,"Mon, 16 Jun 2025 13:08:00 +0900",[],[],neutral
news,"영천시, 2025 명품대구경북박람회 참가...교통·산업·교육도시 비전 홍...","특히 2030년 개통을 목표로 추진 중인 대구도시철도 1호선 영천(금호) 연장사업을 비롯해 영천경마공원 조성, 금호·<b>대창</b> 하이패스IC 개통 등 확대되는 광역교통 인프라를 통해 대구·경북을 연결하는 중심도시로서의... ","Mon, 16 Jun 2025 11:52:00 +0900",[],[],neutral
news,[오늘의 주요 사회 일정] 광주·전남(6월16일 월요일),"◇광주 ▲오전 4시30분, 시내버스노조 <b>대창</b>운수지부, 파업 동참 촉구 집회, <b>대창</b>운수 앞 ▲오전 8시, 민주노총 건설노조 타워지부, 저가 입찰제 폐지 촉구 집회, 전남대 혁신파크 공사현장 ▲오전 10시, 제332회 제1차... ","Mon, 16 Jun 2025 10:52:00 +0900",[],[],neutral
news,"영천시, '2025 명품대구경북박람회'서 미래 성장도시 비전 알려","특히 2030년 개통을 목표로 추진 중인 대구도시철도 1호선 영천(금호) 연장사업과 함께 영천경마공원 조성, 금호·<b>대창</b> 하이패스IC 개통 등 광역교통 인프라 확충 계획을 부각시키며 대구와 경북을 잇는 핵심... ","Mon, 16 Jun 2025 10:36:00 +0900",[],[],neutral
news,"플라즈마부터 이차전지까지…비츠로테크, 차세대 기술에 베팅",두산에너빌리티 우리기술 한전기술 비에이치아이 한전KPS <b>대창</b>솔루션 현대건설 두산에너빌리티 우진 에스앤더블류 오르비텍 휴림로봇도 주목을 받고 있다. 특수사업 부문은 비츠로이엠이 주도하며 플라즈마 응용 기술과... ,"Mon, 16 Jun 2025 10:18:00 +0900",[],[],neutral
news,"교통·산업·교육 삼박자 갖춘 미래도시, 영천이 뜬다","특히 2030년 개통을 목표로 추진 중인 대구도시철도 1호선 영천(금호) 연장사업을 비롯해 영천경마공원 조성, 금호·<b>대창</b> 하이패스IC 개통 등 확대되는 광역교통 인프라를 통해, 대구·경북을 연결하는 중심도시로서의... ","Mon, 16 Jun 2025 09:56:00 +0900",[],[],neutral
news,[영천시 소식] 교통·산업·교육 갖춘 미래 성장도시 '주목',"특히 2030년 개통을 목표로 추진 중인 대구도시철도 1호선 영천(금호) 연장사업을 비롯해 영천경마공원 조성, 금호·<b>대창</b> 하이패스IC 개통 등 확대되는 광역교통 인프라를 통해, 대구·경북을 연결하는 중심도시로서의... ","Mon, 16 Jun 2025 09:24:00 +0900",[],[],neutral
news,[오늘의 주요일정]광주·전남(6월16일 월요일),"◇광주 ▲오전 4시30분, 시내버스노조 <b>대창</b>운수지부, 파업 동참 촉구 집회, <b>대창</b>운수 앞 ▲오전 8시, 민주노총 건설노조 타워지부, 저가 입찰제 폐지 촉구 집회, 전남대 혁신파크 공사현장 ▲오전 10시, 제332회 제1차... ","Mon, 16 Jun 2025 07:45:00 +0900",[],[],neutral
news,"교통·산업·교육 삼박자 갖춘 미래도시, 영천이 뜬다","특히 2030년 개통을 목표로 추진 중인 대구도시철도 1호선 영천(금호) 연장사업을 비롯해 영천경마공원 조성, 금호·<b>대창</b> 하이패스IC 개통 등 확대되는 광역교통 인프라를 통해, 대구·경북을 연결하는 중심도시로서의... ","Sun, 15 Jun 2025 21:22:00 +0900",[],[],neutral
news,"탄소중립·전동화 수혜…한주라이트메탈, 미래차 핵심 파트너로",동종 종목인 알멕 풍산 고려아연 남선알미늄 풍산홀딩스 피제이메탈  대호에이엘 국일신동 서원  이렘 <b>대창</b> 태경산업 쎄니트 영풍 황금에스티 삼아알미늄 알루코 그린플러스 현대비앤지스틸 대양금속 이구산업 티플랙스... ,"Sun, 15 Jun 2025 16:50:00 +0900",[],[],neutral
news,'영천 미래' 교통·산업·교육으로 열린다,"특히 2030년 개통 목표로 추진 중인 대구도시철도 1호선 영천(금호) 연장사업과 영천경마공원 조성, 금호·<b>대창</b> 하이패스IC 개통 등 확대되는 광역교통 인프라를 통한 대구·경북 연결 중심도시로서의 중요성을 집중... ","Sun, 15 Jun 2025 16:10:00 +0900",[],[],neutral
news,"‘국내 최고령’ 부산 중부경찰서, 신청사 착공 7년 만에 이사 완료",15일 부산 중부경찰서에 따르면 중구 <b>대창</b>동 기존 청사에 있던 집기와 서류 등을 중앙동 부산본부세관 옆 새 청사로 옮기는 이전 작업이 지난 14일 완료됐다. 지난 9일부터 시작된 이전 작업은 부서별로 순차적으로... ,"Sun, 15 Jun 2025 16:10:00 +0900",[],[],negative
news,"ESS·BIPV·원전 3각 축 완성…지투파워, 성장 모멘텀 풀가동","현대건설 <b>대창</b>스틸 HRS 디티앤씨 금화피에스시 비엠티 오르비텍 에이프로젠 티플렉스도 주목을 받고 있다. 한편, 원전 관련 사업 부문에서는 2월 '신한울 3·4호기'에 430억 원 규모의 원전용 배전반 납품 계약을... ","Sun, 15 Jun 2025 16:00:00 +0900",[],[],neutral
news,"'교통·산업·교육' 삼박자 갖춘 영천시, 미래형 중견도시로 뜬다","미래산업 부문에선 영천하이테크파크지구와 금호·<b>대창</b> 하이패스IC 개통 등 정주여건 개선과 기업 유치를 동시에 겨냥한 정책들이 소개됐다. 시는 이를 통해 &quot;기업하기 좋은 도시, 투자하고 싶은 도시&quot;로 브랜드 이미지를... ","Sun, 15 Jun 2025 15:36:00 +0900",[],[],positive
news,"[E-로컬뉴스] 대구달서구, 영천시, 칠곡군, 청도군, 영진사이버대, 대구...",이번 박람회에서 시는 △대구도시철도 1호선 영천(금호) 연장사업 △ 영천경마공원 조성 △금호·<b>대창</b> 하이패스IC 개통 등 광역교통 인프라 확충 계획을 중심으로 도시 경쟁력을 부각시켰다. 2030년 개통을 목표로 추진... ,"Sun, 15 Jun 2025 14:26:00 +0900",[],[],neutral
news,"영천시, 교통·산업·교육 유기적 연결로 도시 경쟁력 강화","특히 2030년 개통을 목표로 추진 중인 대구도시철도 1호선 영천(금호) 연장사업을 비롯해 영천경마공원 조성, 금호·<b>대창</b> 하이패스IC 개통 등 확대되는 광역교통 인프라를 통해, 대구·경북을 연결하는 중심도시로서의... ","Sun, 15 Jun 2025 14:20:00 +0900",[],[],neutral
news,"영천시, 명품대구경북박람회서 교통·산업·교육 결합 미래 성장도시 비...","특히 2030년 개통을 목표로 추진 중인 대구도시철도 1호선 영천(금호) 연장사업을 비롯해 영천경마공원 조성, 금호·<b>대창</b> 하이패스IC 개통 등 확대되는 광역교통 인프라를 통해 대구·경북을 연결하는 중심도시로서의... ","Sun, 15 Jun 2025 11:46:00 +0900",[],[],neutral
news,"영천시, 대구경북박람회서 미래 성장 도시 매력 뽐내","특히 2030년 개통을 목표로 추진 중인 대구도시철도 1호선 영천(금호) 연장사업, 영천경마공원 조성, 금호·<b>대창</b> 하이패스IC 개통 등 확대되는 광역교통 인프라를 통해 대구·경북을 연결하는 중심도시로서의 가능성을... ","Sun, 15 Jun 2025 09:56:00 +0900",[],[],neutral
news,"부산중부경찰서, 56년 만에 새 청사에서 업무 시작…27일 개서식",박 경무계장은 &quot;우리 중부경찰서는 1969년 <b>대창</b>동에 지어진 이후 56년 만에 새로운 청사로 이전하게 됐다&quot;며 &quot;국내에서 가장 오래된 경찰서로 영화 촬영지로도 자주 이용됐다&quot;고 설명했다. 그러면서 &quot;기존 청사는 책상... ,"Sat, 14 Jun 2025 09:39:00 +0900",[],[],neutral
news,"전기차 관련주, '함박웃음' 한일단조·원익피앤이·파워로직스... '눈물...","삼화콘덴서, <b>대창</b>스틸, 우신시스템, 삼영, HL만도, 화신, 엠에스오토텍, 성창오토텍, 모티브링크, 한중엔시에스, 엘앤에프, 코스모신소재, 엔켐 등은 하락했다. 한일단조는 철강 단조품의 제조 및 유통을 주력사업으로... ","Sat, 14 Jun 2025 00:10:00 +0900",[],[],neutral
news,"크리오스, 산업부 예비수소전문기업 선정","<b>대창</b>솔루션 자회사 크리오스가 11일 부산시로부터 예비수소전문기업에 선정됐다. 이번 선정으로 기술사업화, 판로개척, 교육 등 분야에서 부산시 지원을 받을 수 있게 됐다. 수소전문기업은 수소법(수소경제 육성 및... ","Fri, 13 Jun 2025 19:16:00 +0900",[],[],neutral
news,"'국내 최고령' 부산 중부경찰서, 14일부터 새 청사서 업무","1969년 <b>대창</b>동에 지어진 기존 부산 중부경찰서 건물은 서울 서대문경찰서와 함께 국내에서 가장 오래된 경찰서로 꼽혔다. 이 때문에 건물 노후화와 비좁은 사무 공간 등 문제를 겪었고, 지난 2014년 1월부터 신청사... ","Fri, 13 Jun 2025 18:28:00 +0900",[],[],neutral
news,"STX엔진, 엔진에서 배터리까지…'K-그린모빌리티' 본격 시동","에이앤더블류 <b>대창</b>솔루션  한라IMS 비엠티 삼영이엔씨 케이프 현대힘스 일승 대양전기공업 상상인더스트리도 주목을  받고 있다. 양사는 지난 3월 MOU 체결 이후 3개월 만에 공식 제품 론칭에 나선 만큼, 하반기 중 실제... ","Fri, 13 Jun 2025 14:46:00 +0900",[],[],neutral
news,56년 만에 새 집으로…부산 중부서 14일 신청사 업무 개시,"기존 중부서 건물은 중구 <b>대창</b>동에 1969년 12월 완공돼 서울 서대문경찰서와 함께 국내에서 가장 오래된 경찰서로 알려졌다. 건물 노후화로 인한 민원인의 불편과 함께 협소한 주차장, 사무공간 등으로 경찰의 업무... ","Fri, 13 Jun 2025 14:46:00 +0900",[],[],neutral
news,"수백당, 가맹점과의 상생 위해 총 9,500만원 규모 제품 지원 나서","수백당의 시그니처 한우<b>대창</b>순대전골은 건강하고 신선한 재료만을 엄선해 만들어지며, 칼칼하고 진한 맛으로 소비자들에게 꾸준한 호응을 얻고 있다. 이병학 빅데이터뉴스 기자","Fri, 13 Jun 2025 11:08:00 +0900",[],[],neutral
news,"수백당, 가맹점과 상생 ··· 9500만원 규모 제품 지원","연구·개발을 통해 제품 경쟁력과 서비스 품질을 강화하고 있다. 수백당의 시그니처 한우<b>대창</b>순대전골은 건강하고 신선한 재료만을 엄선해 만들어지며, 칼칼하고 진한 맛으로 소비자들에게 꾸준한 호응을 얻고 있다.","Fri, 13 Jun 2025 10:16:00 +0900",[],[],neutral
news,"수백당, 가맹점에 총 9,500만원 규모 제품 지원 진행","특히, 수백당의 시그니처 한우<b>대창</b>순대전골은 건강하고 신선한 재료만을 엄선해 만들어지며, 칼칼하고 진한 맛으로 소비자들에게 꾸준한 호응을 얻고 있다. 이외에도 수백당만의 커스터마이징이 적용된 테이블오더... ","Fri, 13 Jun 2025 10:16:00 +0900",[],[],neutral
news,"수백당, 가맹점 상생 프로그램으로 총 9,500만원 상당 제품 지원","관계자는 “수백당의 시그니처 한우<b>대창</b>순대전골은 건강하고 신선한 재료만을 엄선해 만들어지며, 칼칼하고 진한 맛으로 소비자들에게 꾸준한 호응을 얻고 있다”고 말했다. 사진=수백당 제공 사진=수백당 제공","Fri, 13 Jun 2025 10:10:00 +0900",[],[],neutral
news,"원자력발전 관련주, '함박웃음' 한신기계·우리기술·지투파워·한전기...","대한전선과 성광벤드와 GS건설의 주가 하락률은 각각각 0.43%, 1.59%, 2.07% 이외에 서전기전, 일진파워, 수산인더스트리, 태광, 금화피에스시, 비엠티, 티플랙스, <b>대창</b>스틸, 삼영엠텍, 한양이엔지, SNT에너지... ","Fri, 13 Jun 2025 00:10:00 +0900",[],[],neutral
news,'한국기행' 부산 자갈치 시장 양곱창 맛집 찾는다,"갓 도축해 들어온 소의 위인 양과 <b>대창</b>, 곱창 등 내장을 손질해 얼음으로 빙장을 한다. 그래야 내장의 수분이 날아가지 않는다. 11집 모두가 같은 방식을 고집하며 불도 연탄만을 사용한다. 연탄불에 직화로 노릇노릇 소금... ","Thu, 12 Jun 2025 21:32:00 +0900",[],[],neutral
news,"원자력발전소 해체 관련주, '훨훨' 한전기술·한전KPS·우진·우리기술·...","비에이치아이, <b>대창</b>솔루션은 상승했다. 한전기술과 한전KPS는 전 거래일 대비 각각 1만8300원과 6150원에... 비에이치아이와 <b>대창</b>솔루션은 전 거래일 대비 각각 1950원, 8원 오른 4만3050원과 419원에 거래를 마쳤다.... ","Thu, 12 Jun 2025 18:06:00 +0900","['300', '150', '950', '8', '050', '419']",[],neutral
news,"예천경찰서, 기숙사 학생 대상 학교폭력 특별예방교육 실시",예천경찰서는 11일 <b>대창</b>고등학교 강당에서 기숙사 생활을 하는 학생들을 대상으로 '학교폭력 특별예방교육'을 실시했다. 사진=예천경찰서 제공. 예천경찰서는 지난 11일 <b>대창</b>고등학교 강당에서 기숙사 생활을 하는... ,"Thu, 12 Jun 2025 17:42:00 +0900",[],[],neutral
news,"[한국기행] 자갈치시장 뒷골목, 연탄불 양곱창","갓 도축해 들어온 소의 위인 양과 <b>대창</b>, 곱창 등 내장을 손질해 얼음으로 빙장을 한다. 그래야 내장의 수분이 날아가지 않는다는데. 11집 모두가 같은 방식을 고집하며 불도 연탄만을 사용! 연탄불에 직화로 노릇노릇... ","Thu, 12 Jun 2025 17:30:00 +0900",[],[],neutral
news,"예천경찰, 기숙사 중심 학교폭력 예방교육 실시","지난 11일, <b>대창</b>고등학교 강당에서 기숙사 학생들을 대상으로 '학교폭력 특별 예방 교육'을 실시한 것이다. 이번 교육은 단순한 일회성 캠페인을 넘어서, 학생들이 실제로 겪을 수 있는 갈등과 상황을 사례 중심으로... ","Thu, 12 Jun 2025 17:24:00 +0900",[],[],neutral
news,"홈플러스 ‘청산가치’ 훨씬 크지만… 메리츠, 회생계획 반대 못할 듯",실제로 작년 중순 범현대가 건설사인 에이치엔아이엔씨와 중견 건설사 <b>대창</b>기업의 경우 재판부가 회생 계획의 강제 인가 결정을 내린 바 있다. 회생법원에서 부장판사를 지낸 한 변호사는 “회생담보권자가 반대하고... ,"Thu, 12 Jun 2025 17:11:00 +0900",[],[],neutral
news,"크리오스, 부산시 '예비수소전문기업' 선정","<b>대창</b>솔루션 자회사 크리오스는 액화수소 탱크 분야에서 국내 최고 수준의 기술력을 인정받아 예비수소전문기업으로 선정됐으며, 이번 선정으로 수소 분야의 기술사업화, 판로개척 및 교육 분야에서 부산시의 지원을... ","Thu, 12 Jun 2025 16:16:00 +0900",[],[],neutral
news,[데이터 뉴스룸] 車업체 50곳 올 1분기 영업益 뒷걸음질…형님(현대車)...,8%) ▲<b>대창</b>단조(31.3%) ▲디아이씨(29.2%) ▲우리산업(21.8%) ▲삼보모터스(21.6%) ▲현대자동차(21.1... 여기에는 ▲<b>대창</b>단조(13%) ▲기아(11.9%) ▲코리아에프티(10.5%) ▲SNT모티브(10.5%) ▲아진산업(10.5%) 순으로... ,"Thu, 12 Jun 2025 14:42:00 +0900",[],[],neutral
news,"구조함 탑재형 수중탐사기 등장… 대양전기공업, 해군 수중전력에 새 바...","에이앤더블류 <b>대창</b>솔루션  한라IMS 비엠티 삼영이엔씨 케이프 현대힘스 일승 대양전기공업 상상인더스트리도 시장의 주목을 받고 있다. 대양전기공업은 전기제어장치, 함정용 전력기기, 특수함 전기시스템 등 방산 특화... ","Thu, 12 Jun 2025 13:50:00 +0900",[],[],neutral
news,예천경찰서 기숙사 내 학교폭력 예방을 위한 특별예방교육,▲ 예천경찰서가 <b>대창</b>고등학교 강당에서 기숙사 학생들을 대상으로 학교폭력 특별예방교육을 하고있다.예천경찰서 제공 예천경찰서가 지난 11일 <b>대창</b>고등학교 강당에서 기숙사 학생들을 대상으로 학교폭력... ,"Thu, 12 Jun 2025 10:50:00 +0900",[],[],neutral
news,지투파워·한전기술·태웅·한신기계·현대건설 등 원자력발전株 강세,"59%, <b>대창</b>스틸 2.29%, 오르비텍 2.24%, 디티앤씨 2.09%, 삼영엠텍 1.89%, 이엠코리아 1.86%, 한양이엔지 1.10% 등으로 평균 3.20% 상승률을 기록하고 있다. 출처:네이버pay증권 이는 체코 원전 수주와 새 정부의 에너지... ","Thu, 12 Jun 2025 10:12:00 +0900",[],[],neutral
news,"크리오스, 부산시 '예비수소전문기업' 선정","특수강 소재 전문업체 <b>대창</b>솔루션 자회사 크리오스는 액화수소 탱크 분야에서 국내 최고 수준의 기술력을 인정받아 예비수소전문기업으로 선정됐으며, 이번 선정으로 수소 분야의 기술사업화, 판로개척 및 교육... ","Thu, 12 Jun 2025 10:04:00 +0900",[],[],neutral
news,"지투파워, 원자력·에너지 전방위 공략…실적·정책 호재 '쌍끌이'",현대건설 <b>대창</b>스틸 HRS 디티앤씨 금화피에스시 비엠티 오르비텍 에이프로젠 티플렉스도 주목을 받고 있다. ESS 분야에서는 친환경 에너지 수요 증가에 발맞춰 고효율 에너지 저장 솔루션 개발에 집중하고 있다.... ,"Thu, 12 Jun 2025 09:44:00 +0900",[],[],neutral
news,"층간소음·탄소중립까지… 현대건설, 미래 주거 표준 바꾼다",두산에너빌리티 우리기술 한전기술 비에이치아이 한전KPS <b>대창</b>솔루션  우진 에스앤더블류 비츠로테크 오르비텍 휴림로봇도 주목을 받고 있다. 이인기 주택사업본부장은 &quot;디에이치 (브랜드) 론칭 10주년을 맞고 현대건설... ,"Thu, 12 Jun 2025 09:24:00 +0900",[],[],neutral
news,"주가 저평가 판단…아세아텍, 자사주 대규모 매입 돌입","동종 종목인 삼미금속 뉴로메카, 유진로봇, 로보티즈, 씨에스베어링, 와이지원, <b>대창</b>솔루션... 화성밸브, <b>대창</b>단조, 디케이락, 흥국, 코메론, 조광ILI, 에이치케이, 에너토크, 나라엠앤디, 에이치엘비파워, 부스타... ","Thu, 12 Jun 2025 09:10:00 +0900",[],[],neutral
news,"[뭐라노] “고마웠어, 이젠 안녕”",56년 만에 중구 <b>대창</b>동 생활을 끝내고 중앙동에서 새 시대를 맞습니다. 2018년 11월 새 청사 공사를 시작했으니 제법 시간이 오래 걸렸습니다. 예산 문제 등이 중간중간 발목을 잡아 완공이 5년 정도 미뤄졌네요. 요즘... ,"Thu, 12 Jun 2025 08:07:00 +0900",[],[],neutral
news,"시흥시-시흥상의, '강한 현장 구축 컨설팅 지원 사업' 본격 추진","참여한 ㈜<b>대창</b>의 사례에 따르면, 6개월간 컨설팅을 받은 생산팀 공정라인에서는 산업재해 발생 건수가 2023년 5건에서 2024년 2건으로 감소했으며, 2025년 현재까지는 '0건'을 유지하고 있다. 이에 따라 ㈜<b>대창</b>은 올해 말까지... ","Wed, 11 Jun 2025 23:24:00 +0900",[],[],neutral
news,"경북도학부모회장연합회, 2025학년도 정기회","감사는 윤상호 예천협의회장(<b>대창</b>고등학교 학부모회장), 사무국장은 김효순 문경협의회장(문창고등학교 학부모회장)이 맡게 됐다.당선 소감을 밝힌 송재만 신임 회장은 “우리 자녀들이 안전하고 행복하게 학창시절을... ","Wed, 11 Jun 2025 20:43:00 +0900",[],[],neutral
news,"경북교육청, 경북도학부모회장연합회 정기회 개최","예천군협의회장(<b>대창</b>고등학교 학부모회장) △사무국장: 김효순 문경시협의회장(문창고등학교 학부모회장)이 새로운 임원진으로 구성됐다. 회의에서는 학부모회 간 협력 강화와 지역협의회 운영 방안, 연합회 연간 계획... ","Wed, 11 Jun 2025 20:38:00 +0900",[],[],neutral
news,“시내버스 파업은 노사 문제”… 광주시 ‘수수방관’,"운행률 급감은 이날 새벽 4시께 광주지역버스노조 위원장이 일부 조합원들과 북구 <b>대창</b>운수 차고지에서 버스 운행을 저지했기 때문으로, 지역버스노조측은 전체 버스노조 입장과 달리, 해당 회사 노조 지부장 주도로... ","Wed, 11 Jun 2025 19:46:00 +0900",[],[],neutral
news,‘강경 vs 준법’ 노조 내부 투쟁방식 의견차,이로 인해 이날 첫차부터 <b>대창</b>운수에서 운행하는 대형 버스 출차가 2~3시간 일시 중단돼 운행에 차질을 빚었다. 일부 지부의 준법투쟁 전환 움직임에도 노조 집행부는 일단 강경투쟁쪽에 무게중심을 두고 있는 상황이다.... ,"Wed, 11 Jun 2025 19:08:00 +0900",[],[],neutral
news,‘56살 국내 최고령’ 부산중부署 이사 돌입…주차걱정 덜었다,"간의 <b>대창</b>동 생활을 끝내고 신청사가 있는 중앙동에서 새 시대를 연다. 현재 부서별로 짐을 옮기며 이사가... 한국토지주택공사(LH)가 지상 19층, 180세대 규모로 ‘부산<b>대창</b> 행복주택’을 건설할 계획이다. 부산에서는... ","Wed, 11 Jun 2025 18:59:00 +0900",[],[],negative
news,"시흥시 - 시흥상공회의소, 강한 현장 구축 컨설팅 지원사업 본격 추진",참여한 ㈜<b>대창</b>의 사례에 따르면 6개월간 컨설팅을 받은 생산팀 공정라인은 산업 재해 발생이 2023년 5건에서 2024년 2건으로 줄었으며 2025년 현재까지 0건을 유지하고 있다. 이에 따라 ㈜<b>대창</b>은 올해 말까지 생산팀 전... ,"Wed, 11 Jun 2025 18:56:00 +0900",[],[],neutral
news,"경북교육청, 2025년 경상북도학부모회장연합회 정기회 개최","예천군협의회장(<b>대창</b>고등학교 학부모회장) △사무국장: 김효순 문경시협의회장(문창고등학교 학부모회장)이 새로운 임원진으로 구성됐다. 회의에서는 학부모회 간 협력 강화와 지역협의회 운영 방안, 연합회 연간 계획... ","Wed, 11 Jun 2025 18:24:00 +0900",[],[],neutral
news,"풍력에너지 관련주, '봄바람 살랑' 대명에너지·두산에너빌리티·씨에스...","이외에 삼일씨엔에스, 씨에스윈드, LS, 세아제강지주, 동국산업, SK오션플랜트, POSCO홀딩스, 동국S&amp;C, 한전기술, 금양그린파워, 세아제강, 세진중공업, 효성, 코오롱글로벌, 스페코, 케이피에프, <b>대창</b>솔루션... ","Wed, 11 Jun 2025 18:10:00 +0900",[],[],neutral
news,"경기 시흥시, 제조업체 산업재해 예방 맞춤형 현장 지원 강화",정호기 시흥시 경제국장은 ㈜<b>대창</b> 생산 현장을 둘러본 자리에서 “이 사업은 일회성 컨설팅이 아니라 지속 가능한 안전 문화를 정착시키는 데 목적이 있다”라며 “현장의 안전 수준을 실질적으로 높이는 데 기여할... ,"Wed, 11 Jun 2025 17:56:00 +0900",[],[],neutral
news,"크리오스, 산업부·부산시 주관 ‘예비 수소 전문기업’ 선정","<b>대창</b>솔루션(096350) 자회사 크리오스는 액화수소 탱크 분야에서 국내 최고 수준의 기술력을 인정받아 예비 수소 전문기업으로 선정됐으며, 이번 선정으로 수소 분야의 기술사업화, 판로 개척 및 교육 분야에서 부산시의... ","Wed, 11 Jun 2025 17:19:00 +0900",[],[],neutral
news,"크리오스, 부산시 ‘예비수소전문기업’ 선정","<b>대창</b>솔루션 자회사 크리오스는 액화수소 탱크 분야에서 국내 최고 수준의 기술력을 인정받아 예비수소전문기업으로 선정됐으며, 이번 선정으로 수소 분야의... ","Wed, 11 Jun 2025 17:11:00 +0900",[],[],neutral
